ID,Name,Height (m),Weight (kg),Types,URL
943,마피티프,1.1,61,악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/943.png
944,땃쭈르,0.2,0.7,독|노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/944.png
945,태깅구르,0.7,27.2,독|노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png
946,그푸리,0.6,0.6,풀|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/946.png
947,공푸리,1.2,6,풀|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/947.png
948,들눈해,0.9,33,땅|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/948.png
949,육파리,1.9,58,땅|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/949.png
950,절벼게,1.3,79,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/950.png
951,캡싸이,0.3,3,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/951.png
952,스코빌런,0.9,15,풀|불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/952.png
953,구르데,0.2,1,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/953.png
954,베라카스,0.3,3.5,벌레|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/954.png
955,하느라기,0.2,1.5,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/955.png
956,클레스퍼트라,1.9,90,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/956.png
957,어리짱,0.4,8.9,페어리|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/957.png
958,벼리짱,0.7,59.1,페어리|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/958.png
959,두드리짱,0.7,112.8,페어리|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/959.png
960,바다그다,1.2,1.8,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/960.png
961,바닥트리오,1.2,5.4,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/961.png
962,떨구새,1.5,42.9,비행|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/962.png
963,맨돌핀,1.3,60.2,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/963.png
964,돌핀맨,1.3,60.2,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/964.png
965,부르롱,1,35,강철|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/965.png
966,부르르룸,1.8,120,강철|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/966.png
967,모토마,1.6,63,드래곤|노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/967.png
968,꿈트렁,2.5,310,강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/968.png
969,초롱순,0.7,8,바위|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png
970,킬라플로르,1.5,45,바위|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png
971,망망이,0.6,35,고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png
972,묘두기,2,15,고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png
973,꼬이밍고,1.6,37,비행|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png
974,터벅고래,1.2,45,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/974.png
975,우락고래,4.5,700,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/975.png
976,가비루사,2.5,90,물|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/976.png
977,어써러셔,12,220,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png
978,싸리용,0.3,8,드래곤|물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/978.png
979,저승갓숭,1.2,56,격투|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/979.png
980,토오,1.8,223,독|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/980.png
981,키키링,3.2,160,노말|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/981.png
982,노고고치,3.6,39.2,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/982.png
983,대도각참,2,120,악|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/983.png
984,위대한엄니,2.2,320,땅|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/984.png
985,우렁찬꼬리,1.2,8,페어리|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/985.png
986,사나운버섯,1.2,21,풀|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/986.png
987,날개치는머리,1.4,4,고스트|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/987.png
988,땅을기는날개,3.2,92,벌레|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/988.png
989,모래털가죽,2.3,60,전기|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/989.png
990,무쇠바퀴,0.9,240,땅|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/990.png
991,무쇠보따리,0.6,11,얼음|물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/991.png
992,무쇠손,1.8,380.7,격투|전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/992.png
993,무쇠머리,1.3,111,악|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/993.png
994,무쇠독나방,1.2,36,불꽃|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png
995,무쇠가시,1.6,303,바위|전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png
996,드니차,0.5,17,드래곤|얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png
997,드니꽁,0.8,30,드래곤|얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/997.png
998,드닐레이브,2.1,210,드래곤|얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png
999,모으령,0.3,5,고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png
1000,타부자고,1.2,30,강철|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png
1001,총지엔,1.5,74.2,악|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1001.png
1002,파오젠,1.9,152.2,악|얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1002.png
1003,딩루,2.7,699.7,악|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1003.png
1004,위유이,0.4,4.9,악|불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1004.png
1005,고동치는달,2,380,드래곤|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1005.png
1006,무쇠무인,1.4,35,페어리|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1006.png
1007,코라이돈,2.5,303,격투|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1007.png
1008,미라이돈,3.5,240,전기|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1008.png
1009,굽이치는물결,3.5,280,물|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1009.png
1010,무쇠잎새,1.5,125,풀|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1010.png
